Id,SalePrice
1461,123145.99588834078
1462,158688.54390207256
1463,188548.82225258404
1464,192232.83103028595
1465,190467.17862860637
1466,175619.86958587088
1467,168697.68717075387
1468,168080.89186972278
1469,184919.15519361978
1470,128280.99906819391
1471,189264.6698818499
1472,92969.6143132215
1473,93868.76375157076
1474,151991.90906563285
1475,129265.8534021971
1476,368099.77049559617
1477,262598.55402861413
1478,288034.34104798175
1479,296265.46496625704
1480,479224.4432190814
1481,314977.7850514082
1482,206712.44343521688
1483,170121.06896317482
1484,170677.77925000474
1485,168423.0466618921
1486,191090.31771354756
1487,335068.6356257019
1488,236815.40905492118
1489,210659.435168328
1490,225816.68969305392
1491,194944.40814121717
1492,101103.21864565933
1493,179734.50647694626
1494,290590.2842403376
1495,292604.36317942303
1496,235596.4023446014
1497,181809.35004267393
1498,162058.72120166343
1499,161982.62778445275
1500,145323.39715934917
1501,178011.37113742298
1502,148125.31457147084
1503,270376.30001907964
1504,242062.04334976827
1505,219777.00677341368
1506,177936.88244884874
1507,240364.5843269528
1508,187958.61598001933
1509,168018.06613325974
1510,147511.7723047085
1511,144592.00818370772
1512,176733.1931011442
1513,150502.81356914857
1514,158754.85511177612
1515,182846.85387110984
1516,154674.50503021586
1517,157932.20264402556
1518,130168.75529239383
1519,210647.6039947271
1520,132984.25608246087
1521,136972.1072338762
1522,169639.47011898799
1523,110790.11459216873
1524,125995.54093537938
1525,125847.42817470874
1526,121727.35385868026
1527,114310.281822095
1528,124077.1186307246
1529,150109.8739730208
1530,176294.77224766678
1531,107390.14966518499
1532,97095.20834663833
1533,149714.7008927245
1534,125152.05085162124
1535,160642.59430018783
1536,106683.08561907071
1537,66677.89946952414
1538,159083.9051190296
1539,205290.01430533538
1540,99663.64133727914
1541,140419.34659635962
1542,137868.9477640157
1543,200974.73679858373
1544,71272.1417027237
1545,99590.66064190156
1546,131963.09366139586
1547,134063.37835493372
1548,131866.69805899347
1549,114115.34816871671
1550,141896.35321460056
1551,105311.92152454339
1552,133720.80414008483
1553,167701.83857537332
1554,118894.85466268538
1555,169120.15023496785
1556,88402.85237763445
1557,106858.8875589411
1558,90120.4242928311
1559,72710.90571070065
1560,138070.17366287456
1561,133120.74274952052
1562,127953.76628139289
1563,122339.03115597827
1564,154488.6210512758
1565,157654.9970657519
1566,234226.6765574543
1567,79304.94816782119
1568,233739.19845389613
1569,135555.77041398204
1570,139182.22908378133
1571,125222.56729071274
1572,145441.9159694237
1573,245162.62845108443
1574,122005.94051324345
1575,219908.05054282804
1576,229450.0717575559
1577,196419.8344783377
1578,147009.456915176
1579,140834.37765807452
1580,192976.6472980282
1581,151442.3697018006
1582,126476.47661721219
1583,314034.7254574984
1584,219374.42844547966
1585,142698.8005633546
1586,70671.01707197337
1587,107494.68525677142
1588,153069.11435920856
1589,105040.59644506781
1590,134856.4100901309
1591,92525.172085043
1592,84632.32462377378
1593,125071.94970239098
1594,123457.21398339357
1595,108186.69827650112
1596,214640.367720051
1597,187819.96541182845
1598,211396.10269570217
1599,174572.20490045488
1600,173553.24623379592
1601,67939.30398295254
1602,122772.57863793525
1603,80131.81101419491
1604,259318.13543773344
1605,233703.20855139053
1606,168590.94912579638
1607,165092.34806651104
1608,203376.5280550129
1609,192870.27307644841
1610,155375.298727202
1611,142796.7755047114
1612,172216.4809581604
1613,157006.11219667757
1614,124716.96972831861
1615,83689.2399458144
1616,71729.0371342266
1617,86879.62786308327
1618,125009.70930496755
1619,143600.90766226643
1620,146091.78418044935
1621,137564.59535573501
1622,140465.59985476965
1623,261007.46124033298
1624,217298.66298053614
1625,119511.22638996666
1626,170160.12134014696
1627,191426.83656683832
1628,277172.7381130087
1629,179165.21549232994
1630,374673.43694275484
1631,208940.31586686376
1632,243481.96457781145
1633,165944.10974255094
1634,184718.3993979331
1635,180049.7505552845
1636,150794.9133877803
1637,185054.38202340345
1638,199467.88996671842
1639,179353.7007757897
1640,273110.57227280625
1641,187041.1889552291
1642,224123.0624617077
1643,217757.24758237254
1644,230712.31699866065
1645,203599.2490970031
1646,159676.8093935268
1647,170965.01741655378
1648,128805.72580250149
1649,135853.11159711232
1650,117670.34548376723
1651,125398.47894715336
1652,96259.85811628305
1653,94524.36027078392
1654,153429.4225844951
1655,156821.98119935067
1656,146215.51024292017
1657,151812.52185678118
1658,150545.86116805565
1659,136727.65706215304
1660,159460.03569883073
1661,431157.64685533225
1662,453156.8957756649
1663,413572.0223524708
1664,501614.7875021354
1665,300493.2611653115
1666,315528.95986352046
1667,377708.4845490945
1668,341392.60526970826
1669,297247.57919359236
1670,367468.16762472765
1671,251859.9500699669
1672,457289.10068964935
1673,288850.3393345773
1674,247707.71849843638
1675,183061.7523913027
1676,185459.1027974152
1677,216202.7725563484
1678,461521.4180600205
1679,387352.6357910028
1680,340585.4588552219
1681,239135.65498961566
1682,323843.7275761909
1683,176104.9339850847
1684,171739.29700135268
1685,174719.5887629032
1686,166896.50493619748
1687,158550.1317947233
1688,186673.46133669227
1689,190514.4598683568
1690,191797.29311779543
1691,176941.84093559635
1692,270212.9410734188
1693,159417.0678145159
1694,180256.86434155496
1695,164924.58039078116
1696,276899.0258601784
1697,169204.2496422242
1698,367786.0316026939
1699,321307.05586484104
1700,249975.8362627621
1701,261121.70070340077
1702,256333.304209083
1703,246260.84354317695
1704,293732.8034522474
1705,226939.503986855
1706,472677.96090994513
1707,220282.28529956643
1708,203542.76216104493
1709,277843.5020592466
1710,224009.91873408228
1711,260707.0407978435
1712,271522.85100530635
1713,272002.39426574216
1714,221571.34226373688
1715,205235.86070842904
1716,185073.1424251089
1717,178452.397677496
1718,134291.30431972214
1719,201341.67760794103
1720,250721.40947593388
1721,168681.53694738986
1722,128719.68180653291
1723,153606.76868116128
1724,210690.8911691365
1725,239089.36266502907
1726,187681.27552136822
1727,157743.82265934814
1728,162300.98856164629
1729,168126.1688719331
1730,146931.48704797382
1731,120420.59141966258
1732,133015.57482733106
1733,119546.82103187611
1734,121997.9943278057
1735,131424.3753871957
1736,112580.3651159939
1737,321929.3633778646
1738,219151.91755871466
1739,264935.1303821286
1740,224613.05385550714
1741,194389.03114791866
1742,174042.75290648435
1743,172335.9065312072
1744,306110.17549582786
1745,215290.43405494225
1746,197402.21255647042
1747,237138.87112467753
1748,259535.93446216418
1749,152712.77369709467
1750,122383.51745241365
1751,241389.31448949597
1752,122788.70976091063
1753,141539.85453803427
1754,195956.59660939398
1755,164012.85446037873
1756,130257.79246026052
1757,120168.8456444316
1758,146924.301956691
1759,163758.43161059008
1760,168175.18374237203
1761,139618.38223232675
1762,185512.74429247106
1763,176466.8546269726
1764,119594.41360003228
1765,133864.67258799556
1766,176410.7779234527
1767,211852.91629622813
1768,143633.88326897612
1769,180878.12112329638
1770,142848.40648287817
1771,130368.71749262407
1772,137796.6780029652
1773,131590.24448739292
1774,138030.43690875988
1775,139625.7142286288
1776,136076.4225854011
1777,114716.36415793213
1778,134164.48566187016
1779,116426.17945397299
1780,178738.8026864904
1781,131780.7097180369
1782,89767.08193472755
1783,139606.6787402638
1784,110322.37842081099
1785,116281.48897270478
1786,152566.12125759336
1787,161505.0117309565
1788,53427.95942466801
1789,111085.91952617334
1790,80542.10136021106
1791,177281.4226209977
1792,154591.9243948255
1793,122146.09939287494
1794,144073.62440037855
1795,133458.25104273047
1796,135272.78209845253
1797,114434.98604238973
1798,125026.54968306742
1799,117612.70470251943
1800,147828.3716648177
1801,124176.51610725041
1802,130780.344835617
1803,148348.25877313517
1804,138325.4522325218
1805,137632.49138470096
1806,113590.52752059969
1807,133609.9223515341
1808,123740.20596441792
1809,123716.87786121896
1810,152424.2987876314
1811,97738.92645315325
1812,101362.76067395163
1813,117289.5846007633
1814,101801.35347304257
1815,49935.350586219334
1816,100083.96543089225
1817,117519.29279111246
1818,148600.4870250883
1819,129686.12132961043
1820,56652.52586965553
1821,117289.42492381691
1822,155107.4227031917
1823,49414.884810021904
1824,132864.468367064
1825,136459.01571787594
1826,114104.2747474768
1827,104245.56400518594
1828,136341.34245957324
1829,115405.8044239368
1830,137045.57524290867
1831,170030.31029614076
1832,70309.288035581
1833,131518.70802726134
1834,130361.1244357244
1835,124371.12258745963
1836,125482.36481439213
1837,94499.64960325076
1838,124676.92951758792
1839,84437.39086603008
1840,169559.08372869444
1841,137413.85682026876
1842,89788.93028513913
1843,133452.0389191815
1844,143254.484990646
1845,141170.81794564988
1846,153458.85863850376
