Id,SalePrice
1461,114879.30942684982
1462,159572.23843697624
1463,181091.06040734766
1464,196888.0478560831
1465,193832.87373769446
1466,169151.44918601323
1467,181024.47973057683
1468,160554.40746301773
1469,194798.17545422958
1470,115322.44689679715
1471,197454.79273964599
1472,97427.34627995593
1473,94110.3583364191
1474,142907.1095894056
1475,113112.90949274787
1476,348338.65407832334
1477,247187.75931346847
1478,279847.082339414
1479,268418.6723223701
1480,467227.34632753226
1481,314663.33093109995
1482,209205.59365694533
1483,177437.87543549604
1484,162125.25507679462
1485,187158.98644590256
1486,193562.70497132235
1487,315302.5323863863
1488,229336.37788471332
1489,192163.57849119333
1490,238279.97804266354
1491,192154.28167003693
1492,92077.66234035486
1493,186083.67684850763
1494,299289.55428591114
1495,282955.1800947376
1496,231892.51664385482
1497,181395.55703063263
1498,168496.74221559142
1499,161858.25565618655
1500,154503.68995033996
1501,181347.40701386065
1502,143152.74050681893
1503,284047.3658459635
1504,241623.77297217902
1505,222862.14030982114
1506,182379.77623479947
1507,260217.25382554068
1508,197391.02026698156
1509,161439.12761703067
1510,141858.42706035194
1511,154056.81228376468
1512,172782.21919496535
1513,153704.57812933435
1514,153394.6186474159
1515,195000.35284781535
1516,156644.5598086608
1517,173377.2117869059
1518,127985.0941985776
1519,215078.7996286637
1520,125020.45765706533
1521,131374.8494181157
1522,179859.7103816876
1523,112495.72281837741
1524,125033.04471794328
1525,125017.3599542762
1526,111535.24354970721
1527,108740.78561804828
1528,137203.69817402327
1529,148062.48642531486
1530,185355.1551721439
1531,106102.97846788922
1532,92333.62047642542
1533,157510.02455948584
1534,119631.5800625915
1535,153104.0682558815
1536,107520.18004075407
1537,64574.651117067886
1538,151897.158723555
1539,198407.09566452404
1540,100193.46348038115
1541,135006.79849195335
1542,144478.2678287283
1543,188583.22974314052
1544,85668.06882489596
1545,114814.29767057669
1546,135507.66128707572
1547,128161.80615734021
1548,138540.28718325502
1549,118997.65248973451
1550,128537.8297148816
1551,102942.4610027837
1552,138239.2439288228
1553,145165.5372948846
1554,117833.12821982136
1555,163559.96311109653
1556,85553.26736211673
1557,104289.26737357161
1558,97465.19985976243
1559,62950.97444662761
1560,134252.55103129544
1561,124334.50099663004
1562,129623.88202716672
1563,121833.8129611586
1564,160409.18596313143
1565,144586.45509070475
1566,239463.61062974777
1567,76388.10709141541
1568,239369.57621497076
1569,128032.94555435883
1570,137343.31906163378
1571,124373.12101602436
1572,145725.80377596742
1573,235996.24159997658
1574,128378.44816347523
1575,244564.46809752414
1576,253380.94179613405
1577,178217.44934668357
1578,136823.08915583263
1579,152793.81078214408
1580,190080.60284324046
1581,158358.49978866722
1582,121561.7184349849
1583,303994.9492075838
1584,218501.0976895613
1585,137635.73850198765
1586,70326.10162067092
1587,107840.17264702504
1588,157114.2821480794
1589,99131.0686992323
1590,136938.01131263215
1591,94559.50453537169
1592,107114.2398523624
1593,115847.45556592512
1594,129506.92736968721
1595,105890.17741974758
1596,221295.60858609987
1597,195646.99334377295
1598,229023.100942243
1599,168383.5265581454
1600,160697.70448257713
1601,70276.5131793994
1602,110770.05063675005
1603,69942.58269007695
1604,263323.2193144423
1605,243936.12036895473
1606,167055.14477194307
1607,171627.38895538385
1608,209743.1293130014
1609,181378.0929403529
1610,151623.99450045783
1611,134785.98099052973
1612,171111.32528561546
1613,162740.079857306
1614,125230.97600190219
1615,91895.60054134675
1616,79016.92179469686
1617,92767.31241540925
1618,126230.41841847534
1619,139956.82980239694
