0.3931114,0.3733216,0.3551222,0.3423089,0.391389,0.3486383,0.3445637,0.3648205,0.3705742,0.318457,0.4010284,0.4131144,0.3512206,0.3539209,0.3910316,0.3315442,0.380704400000001,0.3757135,0.407363,0.3776016,0.3994898,0.3511609,0.4242794,0.3919049,0.336089599999999,0.3590318,0.369964899999999,0.369318300000002,0.399489299999999,0.3921457,0.386018200000001,0.4027359,0.395232699999999,0.3362263,0.3901989,0.357379700000001,0.443317199999999,0.404940700000001,0.4081458,0.385779899999999,0.428588300000001,0.419392500000001,0.355970299999999,0.3845305,0.401475399999999,0.4074642,0.378496800000001,0.435161300000001,0.380641900000001
0.381226948979592,0.0281820840316574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18 21:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
