0.5595101,0.5339777,0.5006893,0.4544891,0.464697800000001,0.4478043,0.4340434,0.4682127,0.450618400000001,0.4426504,0.5358513,0.463423300000001,0.437879199999999,0.493886399999999,0.480249600000001,0.518683900000001,0.466248999999999,0.4250249,0.498223299999999,0.5068129,0.466118400000001,0.4661203,0.516901299999999,0.501601300000001,0.4759347,0.571175199999999,0.476515500000001,0.569377699999999,0.564170200000001,0.552554499999999,0.504187300000002,0.575769599999997,0.449313,0.479725300000002,0.5325235,0.565290299999997,0.4839409,0.570935800000001,0.479946900000002,0.588424199999999,0.476766099999999,0.486412000000001,0.587208499999999,0.4962236,0.6187161,0.558437000000001,0.520955499999999,0.563300599999998,0.627426700000001
0.508345897959184,0.0509225147491612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18 8:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
