0.4560297,0.3652721,0.4038952,0.348428,0.4579849,0.3960762,0.4366882,0.3445548,0.3937598,0.3173906,0.4321017,0.3139098,0.407517899999999,0.338161900000001,0.400830599999999,0.355313000000001,0.4472057,0.355116199999999,0.4207184,0.381812400000001,0.383024499999999,0.3651713,0.4210254,0.342944300000001,0.444198499999999,0.3422576,0.4964485,0.3869667,0.435246600000001,0.309740399999999,0.425969200000001,0.5113976,0.358758799999999,0.364191999999999,0.383758400000001,0.369533400000002,0.398098999999998,0.3756132,0.4057596,0.3927801,0.4110747,0.389767299999999,0.4159294,0.387137500000001,0.407223000000002,0.377810599999997,0.391855900000003,0.4926435,0.347625499999999
0.394014685714286,0.0449767429458599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18 16:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
