0.550547,0.4803131,0.444823099999999,0.4420463,0.4729302,0.443144999999999,0.4145714,0.4353185,0.4210976,0.459636,0.4021126,0.445848100000001,0.499054599999999,0.436372800000001,0.4568508,0.5097521,0.4947541,0.4808925,0.5242057,0.4841102,0.453876600000001,0.460508900000001,0.460868,0.4464709,0.454529300000001,0.4170906,0.4337552,0.4819818,0.4263937,0.404344099999999,0.457015899999998,0.451484300000001,0.441567600000003,0.428675999999999,0.419492299999998,0.459641600000001,0.420026,0.423346800000001,0.398337999999999,0.440782899999999,0.417458800000002,0.454934699999999,0.393216299999999,0.435016600000001,0.391756600000001,0.4597853,0.385014699999999,0.4344073,0.368970300000001
0.445288424489796,0.035414045420141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18 10:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
