0.3842776,0.3979559,0.3315526,0.3148904,0.3617031,0.3258488,0.3985726,0.332782300000001,0.397162799999999,0.3632837,0.4005292,0.341324999999999,0.4237989,0.3796515,0.4394543,0.3602825,0.454881500000001,0.413362599999999,0.492611800000001,0.4620073,0.4478154,0.386941500000001,0.4360687,0.401368,0.4551927,0.4110435,0.4749988,0.401317700000002,0.418664699999999,0.4318703,0.4560017,0.460249900000001,0.428207099999998,0.544590400000001,0.543119799999999,0.630807700000002,0.463170399999999,0.432862700000001,0.4960053,0.578240299999997,0.497713800000003,0.514909599999999,0.442964,0.531154699999998,0.4751561,0.432973700000002,0.480524800000001,0.4500128,0.4858014
0.436442487755102,0.0654963616472986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18 18:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
