0.3701898,0.3052285,0.3755138,0.2864409,0.3925525,0.3096961,0.3362916,0.359243999999999,0.3619545,0.3279734,0.365595799999999,0.327251700000001,0.351402999999999,0.3071404,0.3697223,0.3260844,0.3501527,0.3378601,0.322695,0.330313,0.356401399999999,0.3144048,0.355657800000001,0.4045545,0.359424499999999,0.360532600000001,0.339130899999999,0.327362200000001,0.352809599999999,0.342085500000001,0.332734799999999,0.3744417,0.343522800000001,0.3343136,0.3703675,0.360343599999998,0.347709500000001,0.331716800000001,0.3599853,0.336611699999999,0.358381400000001,0.350044899999999,0.3532118,0.3060072,0.359266900000002,0.338244899999999,0.346872600000001,0.3247739,0.376543899999998
0.345525757142857,0.023225239362726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18 14:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
