0.3993251,0.3146576,0.3488259,0.3084593,0.3433987,0.311307,0.3648056,0.2982525,0.3707962,0.320668,0.3813445,0.306269899999999,0.3552682,0.3324493,0.393449599999999,0.3272987,0.3077423,0.3179681,0.3622443,0.365926099999999,0.3575067,0.4240811,0.366070300000001,0.361462399999999,0.363140400000001,0.379311899999999,0.3940944,0.3785206,0.358818100000001,0.4000524,0.3934412,0.390667199999999,0.345032100000001,0.3842035,0.4248882,0.369079900000001,0.372814,0.3572188,0.381649599999999,0.358500899999999,0.396507700000001,0.399244899999999,0.323392500000001,0.362330100000001,0.3639686,0.355031199999999,0.360135100000001,0.402775999999999,0.395005999999999
0.362232708163265,0.0312656213958805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18 20:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
